File Path,File Name,Dataset Fold,Image Type,Anomaly Type,Pixel Size (µm),Cell Type,Species,Well ID,Thumbnail
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/air_bubble/human/raw/11_E2_366.tiff,11_E2_366.tiff,test,raw,air_bubble,0.64,Neutrophils,human,E2,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/air_bubble/human/raw/11_E2_366.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/air_bubble/human/masks/11_E2_366.tiff,11_E2_366.tiff,test,mask,air_bubble,0.64,Neutrophils,human,E2,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/air_bubble/human/masks/11_E2_366.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/air_bubble/human/raw/14_A1_000.tiff,14_A1_000.tiff,test,raw,air_bubble,0.64,Neutrophils,human,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/air_bubble/human/raw/14_A1_000.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/air_bubble/human/masks/14_A1_000.tiff,14_A1_000.tiff,test,mask,air_bubble,0.64,Neutrophils,human,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/air_bubble/human/masks/14_A1_000.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/air_bubble/human/raw/16_F8_115.tiff,16_F8_115.tiff,test,raw,air_bubble,0.64,Neutrophils,human,F8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/air_bubble/human/raw/16_F8_115.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/air_bubble/human/masks/16_F8_115.tiff,16_F8_115.tiff,test,mask,air_bubble,0.64,Neutrophils,human,F8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/air_bubble/human/masks/16_F8_115.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/air_bubble/human/raw/16_F8_400.tiff,16_F8_400.tiff,test,raw,air_bubble,0.64,Neutrophils,human,F8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/air_bubble/human/raw/16_F8_400.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/air_bubble/human/masks/16_F8_400.tiff,16_F8_400.tiff,test,mask,air_bubble,0.64,Neutrophils,human,F8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/air_bubble/human/masks/16_F8_400.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/artifacts/human/raw/07_H1_300.tiff,07_H1_300.tiff,test,raw,artifacts,0.64,Neutrophils,human,H1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/artifacts/human/raw/07_H1_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/artifacts/human/masks/07_H1_300.tiff,07_H1_300.tiff,test,mask,artifacts,0.64,Neutrophils,human,H1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/artifacts/human/masks/07_H1_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/artifacts/human/raw/16_B6_300.tiff,16_B6_300.tiff,test,raw,artifacts,0.64,Neutrophils,human,B6,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/artifacts/human/raw/16_B6_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/artifacts/human/masks/16_B6_300.tiff,16_B6_300.tiff,test,mask,artifacts,0.64,Neutrophils,human,B6,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/artifacts/human/masks/16_B6_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/contamination/human/raw/08_A5_000.tiff,08_A5_000.tiff,test,raw,contamination,0.64,Neutrophils,human,A5,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/contamination/human/raw/08_A5_000.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/contamination/human/masks/08_A5_000.tiff,08_A5_000.tiff,test,mask,contamination,0.64,Neutrophils,human,A5,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/contamination/human/masks/08_A5_000.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/contamination/human/masks/12_H6_300.tiff,12_H6_300.tiff,test,mask,contamination,0.64,Neutrophils,human,H6,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/contamination/human/masks/12_H6_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/contamination/human/raw/12_H6_300.tiff,12_H6_300.tiff,test,raw,contamination,0.64,Neutrophils,human,H6,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/contamination/human/raw/12_H6_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/contamination/human/masks/15_E1_300.tiff,15_E1_300.tiff,test,mask,contamination,0.64,Neutrophils,human,E1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/contamination/human/masks/15_E1_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/anomalies/contamination/human/raw/15_E1_300.tiff,15_E1_300.tiff,test,raw,contamination,0.64,Neutrophils,human,E1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/anomalies/contamination/human/raw/15_E1_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/01_A1_300.tiff,01_A1_300.tiff,test,raw,good_data,0.64,Neutrophils,human,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/01_A1_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/01_A1_400.tiff,01_A1_400.tiff,test,raw,good_data,0.64,Neutrophils,human,A1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/01_A1_400.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/01_A2_200.tiff,01_A2_200.tiff,test,raw,good_data,0.64,Neutrophils,human,A2,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/01_A2_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/01_A2_300.tiff,01_A2_300.tiff,test,raw,good_data,0.64,Neutrophils,human,A2,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/01_A2_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/01_A3_300.tiff,01_A3_300.tiff,test,raw,good_data,0.64,Neutrophils,human,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/01_A3_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/01_A3_400.tiff,01_A3_400.tiff,test,raw,good_data,0.64,Neutrophils,human,A3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/01_A3_400.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/01_D2_200.tiff,01_D2_200.tiff,test,raw,good_data,0.64,Neutrophils,human,D2,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/01_D2_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/01_D2_300.tiff,01_D2_300.tiff,test,raw,good_data,0.64,Neutrophils,human,D2,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/01_D2_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/02_G1_200.tiff,02_G1_200.tiff,test,raw,good_data,0.64,Neutrophils,human,G1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/02_G1_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/02_G1_300.tiff,02_G1_300.tiff,test,raw,good_data,0.64,Neutrophils,human,G1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/02_G1_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/03_A8_200.tiff,03_A8_200.tiff,test,raw,good_data,0.64,Neutrophils,human,A8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/03_A8_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/03_A8_300.tiff,03_A8_300.tiff,test,raw,good_data,0.64,Neutrophils,human,A8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/03_A8_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/03_H6_204.tiff,03_H6_204.tiff,test,raw,good_data,0.64,Neutrophils,human,H6,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/03_H6_204.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/04_B6_401.tiff,04_B6_401.tiff,test,raw,good_data,0.64,Neutrophils,human,B6,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/04_B6_401.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/04_F2_200.tiff,04_F2_200.tiff,test,raw,good_data,0.64,Neutrophils,human,F2,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/04_F2_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/04_F2_300.tiff,04_F2_300.tiff,test,raw,good_data,0.64,Neutrophils,human,F2,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/04_F2_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_A4_250.tiff,05_A4_250.tiff,test,raw,good_data,0.64,Neutrophils,human,A4,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_A4_250.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_A4_350.tiff,05_A4_350.tiff,test,raw,good_data,0.64,Neutrophils,human,A4,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_A4_350.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_B7_243.tiff,05_B7_243.tiff,test,raw,good_data,0.64,Neutrophils,human,B7,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_B7_243.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_B7_343.tiff,05_B7_343.tiff,test,raw,good_data,0.64,Neutrophils,human,B7,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_B7_343.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_C4_185.tiff,05_C4_185.tiff,test,raw,good_data,0.64,Neutrophils,human,C4,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_C4_185.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_C4_285.tiff,05_C4_285.tiff,test,raw,good_data,0.64,Neutrophils,human,C4,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_C4_285.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_E5_036.tiff,05_E5_036.tiff,test,raw,good_data,0.64,Neutrophils,human,E5,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_E5_036.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_E5_136.tiff,05_E5_136.tiff,test,raw,good_data,0.64,Neutrophils,human,E5,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_E5_136.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_G3_000.tiff,05_G3_000.tiff,test,raw,good_data,0.64,Neutrophils,human,G3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_G3_000.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_G3_100.tiff,05_G3_100.tiff,test,raw,good_data,0.64,Neutrophils,human,G3,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_G3_100.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_G7_200.tiff,05_G7_200.tiff,test,raw,good_data,0.64,Neutrophils,human,G7,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_G7_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_G7_300.tiff,05_G7_300.tiff,test,raw,good_data,0.64,Neutrophils,human,G7,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_G7_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_H6_200.tiff,05_H6_200.tiff,test,raw,good_data,0.64,Neutrophils,human,H6,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_H6_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/05_H6_300.tiff,05_H6_300.tiff,test,raw,good_data,0.64,Neutrophils,human,H6,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/05_H6_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/06_G7_095.tiff,06_G7_095.tiff,test,raw,good_data,0.64,Neutrophils,human,G7,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/06_G7_095.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/06_G7_195.tiff,06_G7_195.tiff,test,raw,good_data,0.64,Neutrophils,human,G7,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/06_G7_195.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/06_G8_022.tiff,06_G8_022.tiff,test,raw,good_data,0.64,Neutrophils,human,G8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/06_G8_022.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/06_G8_122.tiff,06_G8_122.tiff,test,raw,good_data,0.64,Neutrophils,human,G8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/06_G8_122.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/06_H8_038.tiff,06_H8_038.tiff,test,raw,good_data,0.64,Neutrophils,human,H8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/06_H8_038.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/06_H8_138.tiff,06_H8_138.tiff,test,raw,good_data,0.64,Neutrophils,human,H8,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/06_H8_138.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/07_B1_200.tiff,07_B1_200.tiff,test,raw,good_data,0.64,Neutrophils,human,B1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/07_B1_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/07_B1_300.tiff,07_B1_300.tiff,test,raw,good_data,0.64,Neutrophils,human,B1,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/07_B1_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/08_C4_200.tiff,08_C4_200.tiff,test,raw,good_data,0.64,Neutrophils,human,C4,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/08_C4_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/08_C4_300.tiff,08_C4_300.tiff,test,raw,good_data,0.64,Neutrophils,human,C4,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/08_C4_300.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/10_C5_200.tiff,10_C5_200.tiff,test,raw,good_data,0.64,Neutrophils,human,C5,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/10_C5_200.jpg
https://ftp.ebi.ac.uk/pub/databases/biostudies/S-BIAD/133/S-BIAD2133/Files/test/good_data/human/10_C5_300.tiff,10_C5_300.tiff,test,raw,good_data,0.64,Neutrophils,human,C5,https://raw.githubusercontent.com/MMV-Lab/AMBIOM-BFF-csv-repo/refs/heads/main/S-BIAD2133/thumbnails/test/good_data/human/10_C5_300.jpg
